sample_name	animations_gradient	animations_trajectory	body_habitat	body_product	body_site	bodysite	description	dna_extracted	elevation	env	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	psn	public	qiita_study_id	sample_type	scientific_name	sequencecenter	taxon_id	title
1928.SRS023791.SRX022223.SRR058086	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS023791.SRX022223.SRR058086	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700100184	9606	38.98	-77.11	HMP-DACC	FALSE	700100184	TRUE	1928	stool	human gut metagenome	JCVI	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023799.SRX021470.SRR052699	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023799.SRX021470.SRR052699	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100192	9606	38.98	-77.11	HMP-DACC	FALSE	700100192	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023803.SRX021470.SRR052699	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS023803.SRX021470.SRR052699	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100197	9606	38.98	-77.11	HMP-DACC	FALSE	700100197	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023805.SRX022223.SRR058086	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS023805.SRX022223.SRR058086	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100199	9606	38.98	-77.11	HMP-DACC	FALSE	700100199	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023805.SRX022229.SRR058092	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS023805.SRX022229.SRR058092	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100199	9606	38.98	-77.11	HMP-DACC	FALSE	700100199	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023807.SRX022223.SRR058086	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS023807.SRX022223.SRR058086	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100201	9606	38.98	-77.11	HMP-DACC	FALSE	700100201	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023809.SRX022223.SRR058086	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS023809.SRX022223.SRR058086	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100203	9606	38.98	-77.11	HMP-DACC	FALSE	700100203	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023811.SRX022223.SRR058086	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS023811.SRX022223.SRR058086	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100205	9606	38.98	-77.11	HMP-DACC	FALSE	700100205	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023813.SRX021470.SRR052699	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS023813.SRX021470.SRR052699	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100207	9606	38.98	-77.11	HMP-DACC	FALSE	700100207	TRUE	1928	saliva	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023815.SRX021470.SRR052699	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS023815.SRX021470.SRR052699	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100209	9606	38.98	-77.11	HMP-DACC	FALSE	700100209	TRUE	1928	supragingival dental plaque	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023815.SRX022237.SRR058114	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS023815.SRX022237.SRR058114	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100209	9606	38.98	-77.11	HMP-DACC	FALSE	700100209	TRUE	1928	supragingival dental plaque	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023817.SRX021470.SRR052699	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS023817.SRX021470.SRR052699	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100211	9606	38.98	-77.11	HMP-DACC	FALSE	700100211	TRUE	1928	subgingival dental plaque	human oral metagenome	JCVI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023819.SRX021470.SRR052699	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023819.SRX021470.SRR052699	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100213	9606	38.98	-77.11	HMP-DACC	FALSE	700100213	TRUE	1928	sebum	human skin metagenome	JCVI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023821.SRX021470.SRR052699	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS023821.SRX021470.SRR052699	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100215	9606	38.98	-77.11	HMP-DACC	FALSE	700100215	TRUE	1928	sebum	human skin metagenome	JCVI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023827.SRX021470.SRR052699	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS023827.SRX021470.SRR052699	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100221	9606	38.98	-77.11	HMP-DACC	FALSE	700100221	TRUE	1928	sebum	human skin metagenome	JCVI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023851.SRX020680.SRR048207	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS023851.SRX020680.SRR048207	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700100249	9606	38.98	-77.11	HMP-DACC	FALSE	700100249	TRUE	1928	stool	human gut metagenome	BCM	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023859.SRX020681.SRR048212	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023859.SRX020681.SRR048212	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100257	9606	38.98	-77.11	HMP-DACC	FALSE	700100257	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023859.SRX020683.SRR048388	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023859.SRX020683.SRR048388	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100257	9606	38.98	-77.11	HMP-DACC	FALSE	700100257	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023863.SRX020681.SRR048216	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS023863.SRX020681.SRR048216	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100261	9606	38.98	-77.11	HMP-DACC	FALSE	700100261	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023865.SRX020680.SRR048209	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS023865.SRX020680.SRR048209	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100263	9606	38.98	-77.11	HMP-DACC	FALSE	700100263	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023867.SRX020680.SRR048208	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS023867.SRX020680.SRR048208	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100265	9606	38.98	-77.11	HMP-DACC	FALSE	700100265	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023869.SRX020680.SRR048210	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS023869.SRX020680.SRR048210	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100267	9606	38.98	-77.11	HMP-DACC	FALSE	700100267	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023871.SRX020680.SRR048211	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS023871.SRX020680.SRR048211	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100269	9606	38.98	-77.11	HMP-DACC	FALSE	700100269	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023873.SRX020681.SRR048215	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS023873.SRX020681.SRR048215	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100271	9606	38.98	-77.11	HMP-DACC	FALSE	700100271	TRUE	1928	saliva	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023875.SRX020681.SRR048214	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS023875.SRX020681.SRR048214	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100273	9606	38.98	-77.11	HMP-DACC	FALSE	700100273	TRUE	1928	supragingival dental plaque	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023877.SRX020681.SRR048213	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS023877.SRX020681.SRR048213	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100275	9606	38.98	-77.11	HMP-DACC	FALSE	700100275	TRUE	1928	subgingival dental plaque	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023877.SRX020683.SRR048389	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS023877.SRX020683.SRR048389	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100275	9606	38.98	-77.11	HMP-DACC	FALSE	700100275	TRUE	1928	subgingival dental plaque	human oral metagenome	BCM	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023879.SRX020681.SRR048218	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023879.SRX020681.SRR048218	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100277	9606	38.98	-77.11	HMP-DACC	FALSE	700100277	TRUE	1928	sebum	human skin metagenome	BCM	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023881.SRX020681.SRR048219	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS023881.SRX020681.SRR048219	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100279	9606	38.98	-77.11	HMP-DACC	FALSE	700100279	TRUE	1928	sebum	human skin metagenome	BCM	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023887.SRX020681.SRR048217	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS023887.SRX020681.SRR048217	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100285	9606	38.98	-77.11	HMP-DACC	FALSE	700100285	TRUE	1928	sebum	human skin metagenome	BCM	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023887.SRX020683.SRR048390	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS023887.SRX020683.SRR048390	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100285	9606	38.98	-77.11	HMP-DACC	FALSE	700100285	TRUE	1928	sebum	human skin metagenome	BCM	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023889.SRX020681.SRR048222	0	NA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	Vaginal_introitus	HMP_SRS023889.SRX020681.SRR048222	TRUE	97	Vaginal	urban biome	host-associated habitat	mucus	human-vaginal	USA	human	Homo sapiens	700100287	9606	38.98	-77.11	HMP-DACC	FALSE	700100287	TRUE	1928	mucus	human vaginal metagenome	BCM	1632839	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023891.SRX020681.SRR048220	0	NA	UBERON:vagina	UBERON:mucus	UBERON:central vagina	Mid_vagina	HMP_SRS023891.SRX020681.SRR048220	TRUE	97	Vaginal	urban biome	host-associated habitat	mucus	human-vaginal	USA	human	Homo sapiens	700100289	9606	38.98	-77.11	HMP-DACC	FALSE	700100289	TRUE	1928	mucus	human vaginal metagenome	BCM	1632839	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023893.SRX020681.SRR048221	0	NA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	Posterior_fornix	HMP_SRS023893.SRX020681.SRR048221	TRUE	97	Vaginal	urban biome	host-associated habitat	mucus	human-vaginal	USA	human	Homo sapiens	700100291	9606	38.98	-77.11	HMP-DACC	FALSE	700100291	TRUE	1928	mucus	human vaginal metagenome	BCM	1632839	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023893.SRX020683.SRR048391	0	NA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	Posterior_fornix	HMP_SRS023893.SRX020683.SRR048391	TRUE	97	Vaginal	urban biome	host-associated habitat	mucus	human-vaginal	USA	human	Homo sapiens	700100291	9606	38.98	-77.11	HMP-DACC	FALSE	700100291	TRUE	1928	mucus	human vaginal metagenome	BCM	1632839	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023914.SRX019690.SRR041629	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS023914.SRX019690.SRR041629	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700100312	9606	38.98	-77.11	HMP-DACC	FALSE	700100312	TRUE	1928	stool	human gut metagenome	BI	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023922.SRX019690.SRR041645	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023922.SRX019690.SRR041645	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100320	9606	38.98	-77.11	HMP-DACC	FALSE	700100320	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023922.SRX020218.SRR043057	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023922.SRX020218.SRR043057	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100320	9606	38.98	-77.11	HMP-DACC	FALSE	700100320	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023926.SRX019690.SRR041633	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS023926.SRX019690.SRR041633	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100324	9606	38.98	-77.11	HMP-DACC	FALSE	700100324	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023928.SRX019690.SRR041559	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS023928.SRX019690.SRR041559	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100326	9606	38.98	-77.11	HMP-DACC	FALSE	700100326	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023930.SRX019690.SRR041653	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS023930.SRX019690.SRR041653	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100328	9606	38.98	-77.11	HMP-DACC	FALSE	700100328	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023932.SRX019690.SRR041541	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS023932.SRX019690.SRR041541	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100330	9606	38.98	-77.11	HMP-DACC	FALSE	700100330	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023934.SRX019690.SRR041570	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS023934.SRX019690.SRR041570	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100332	9606	38.98	-77.11	HMP-DACC	FALSE	700100332	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023936.SRX019690.SRR041555	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:throat	Throat	HMP_SRS023936.SRX019690.SRR041555	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100334	9606	38.98	-77.11	HMP-DACC	FALSE	700100334	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023938.SRX019690.SRR041514	0	NA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	Supragingival_plaque	HMP_SRS023938.SRX019690.SRR041514	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100336	9606	38.98	-77.11	HMP-DACC	FALSE	700100336	TRUE	1928	supragingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023940.SRX019690.SRR041533	0	NA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	Subgingival_plaque	HMP_SRS023940.SRX019690.SRR041533	TRUE	97	Oral	urban biome	host-associated habitat	organic material	human-oral	USA	human	Homo sapiens	700100338	9606	38.98	-77.11	HMP-DACC	FALSE	700100338	TRUE	1928	subgingival dental plaque	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023942.SRX019690.SRR041509	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023942.SRX019690.SRR041509	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100340	9606	38.98	-77.11	HMP-DACC	FALSE	700100340	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023942.SRX019698.SRR041951	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023942.SRX019698.SRR041951	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100340	9606	38.98	-77.11	HMP-DACC	FALSE	700100340	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023942.SRX020202.SRR042815	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023942.SRX020202.SRR042815	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100340	9606	38.98	-77.11	HMP-DACC	FALSE	700100340	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023942.SRX020204.SRR042820	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	L_Retroauricular_crease	HMP_SRS023942.SRX020204.SRR042820	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100340	9606	38.98	-77.11	HMP-DACC	FALSE	700100340	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023944.SRX019690.SRR041638	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	R_Retroauricular_crease	HMP_SRS023944.SRX019690.SRR041638	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100342	9606	38.98	-77.11	HMP-DACC	FALSE	700100342	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023948.SRX019690.SRR042941	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS023948.SRX019690.SRR042941	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100346	9606	38.98	-77.11	HMP-DACC	FALSE	700100346	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023948.SRX020197.SRR042796	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS023948.SRX020197.SRR042796	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100346	9606	38.98	-77.11	HMP-DACC	FALSE	700100346	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023948.SRX020219.SRR042967	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	R_Antecubital_fossa	HMP_SRS023948.SRX020219.SRR042967	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100346	9606	38.98	-77.11	HMP-DACC	FALSE	700100346	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023950.SRX019690.SRR041516	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS023950.SRX019690.SRR041516	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100348	9606	38.98	-77.11	HMP-DACC	FALSE	700100348	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023950.SRX020218.SRR042961	0	NA	UBERON:skin	UBERON:sebum	UBERON:skin of nose	Anterior_nares	HMP_SRS023950.SRX020218.SRR042961	TRUE	97	Skin	urban biome	host-associated habitat	sebum	human-skin	USA	human	Homo sapiens	700100348	9606	38.98	-77.11	HMP-DACC	FALSE	700100348	TRUE	1928	sebum	human skin metagenome	BI	539655	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023971.SRX019681.SRR040944	0	NA	UBERON:feces	UBERON:feces	UBERON:feces	Stool	HMP_SRS023971.SRX019681.SRR040944	TRUE	97	Stool	urban biome	host-associated habitat	feces	human-gut	USA	human	Homo sapiens	700100432	9606	38.98	-77.11	HMP-DACC	FALSE	700100432	TRUE	1928	stool	human gut metagenome	BI	408170	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023979.SRX019681.SRR040906	0	NA	UBERON:saliva	UBERON:saliva	UBERON:saliva	Saliva	HMP_SRS023979.SRX019681.SRR040906	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100440	9606	38.98	-77.11	HMP-DACC	FALSE	700100440	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023983.SRX019681.SRR040939	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Tongue_dorsum	HMP_SRS023983.SRX019681.SRR040939	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100444	9606	38.98	-77.11	HMP-DACC	FALSE	700100444	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023985.SRX019681.SRR040843	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	Hard_palate	HMP_SRS023985.SRX019681.SRR040843	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100446	9606	38.98	-77.11	HMP-DACC	FALSE	700100446	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023987.SRX019681.SRR040912	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	Buccal_mucosa	HMP_SRS023987.SRX019681.SRR040912	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100448	9606	38.98	-77.11	HMP-DACC	FALSE	700100448	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023989.SRX019681.SRR040890	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	Attached_Keratinized_gingiva	HMP_SRS023989.SRX019681.SRR040890	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100450	9606	38.98	-77.11	HMP-DACC	FALSE	700100450	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
1928.SRS023991.SRX019681.SRR040940	0	NA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	Palatine_Tonsils	HMP_SRS023991.SRX019681.SRR040940	TRUE	97	Oral	urban biome	host-associated habitat	sebum	human-oral	USA	human	Homo sapiens	700100452	9606	38.98	-77.11	HMP-DACC	FALSE	700100452	TRUE	1928	saliva	human oral metagenome	BI	447426	Structure, function and diversity of the healthy human microbiome (V35)
